,DateTime,P_Neg,P_Neu,P_Pos,P_Comp,Prices,ema_short,trading_positions_raw,sentiment_level,trading_positions,cash,stock,holding,total,roi_gross,roi_buy&hold,roi_daily,roi_daily_buy&hold,sharpe,sharpe_buy&hold
124,2021-05-05,0.031928649895980904,0.8887650940800341,0.0793051593758076,0.15950482954505246,57436.11,55701.84339331197,1734.2666066880338,pos,0,0.0,3.4219301620901708,182046.71884249873,182046.71884249873,82.04671884249872,95.81589059477992,0.0,0.07962592488234499,2.0019994286509637,1.5588329825290441
125,2021-05-06,0.030935334822477012,0.8893995378295488,0.0796685913668012,0.15797378703054926,56393.68,55827.631867255244,566.048132744756,pos,0,0.0,3.4219301620901708,182046.71884249873,182046.71884249873,82.04671884249872,92.26195285713167,0.0,-0.0181493837239326,2.0018036321405086,1.521904496248571
126,2021-05-07,0.03036043967560425,0.8868230765337473,0.08281758253227224,0.14751571358928642,57314.75,56098.01698229974,1216.7330177002586,pos,0,0.0,3.4219301620901708,182046.71884249873,182046.71884249873,82.04671884249872,95.4021401426239,0.0,0.016332858575641707,2.001611024439006,1.55333612726335
127,2021-05-08,0.03347526054858463,0.8913723957181597,0.07514583330582052,0.13160677058719253,58862.05,56600.56844006342,2261.481559936583,neg,-1,201220.40247316228,0.0,0.0,201220.40247316228,101.22040247316228,100.67732203633683,0.10532287399945961,0.026996541030014143,2.223189902420041,1.6044531374903785
128,2021-05-09,0.031325976055981954,0.8855178275719563,0.08315110365039526,0.16862920170463305,58240.84,56898.79963277916,1342.040367220834,pos,0,201220.40247316228,0.0,0.0,201220.40247316228,101.22040247316228,98.55944202328607,0.0,-0.010553658936445554,2.2229182339140228,1.5831863590422999
129,2021-05-10,0.03320945947858933,0.8927218469010817,0.07406644160473333,0.12422837786217061,55816.14,56701.95242681931,-885.8124268193133,neg,0,201220.40247316228,0.0,0.0,201220.40247316228,101.22040247316228,90.29295618493173,0.0,-0.04163229788581346,2.2226509074746583,1.4961473419986957
130,2021-05-11,0.03468005189797575,0.8796839377809065,0.0856424873221878,0.16228354914467347,56670.02,56696.14653103398,-26.126531033980427,pos,0,201220.40247316228,0.0,0.0,201220.40247316228,101.22040247316228,93.20407381913554,0.0,0.01529808403089139,2.222387819822981,1.5254499048065753
131,2021-05-12,0.04265989054597338,0.8816778734850641,0.07565989058997782,0.11212243947114554,49631.32,55411.63261630053,-5780.312616300529,neg,0,201220.40247316228,0.0,0.0,201220.40247316228,101.22040247316228,69.20716126482995,0.0,-0.12420500292747383,2.222128870929849,1.2472406510193115
132,2021-05-13,0.05123757837585218,0.8752154490519665,0.073542380122184,0.06788693077294525,49670.97,54367.87577697316,-4696.905776973159,neg,0,201220.40247316228,0.0,0.0,201220.40247316228,101.22040247316228,69.3423392924172,0.0,0.0007988907004690127,2.2218739638891027,1.2487308225918354
133,2021-05-14,0.04208912832131582,0.8695974537663081,0.0883055828752527,0.15108961779209187,49841.45,53544.88927206895,-3703.4392720689502,pos,1,0.0,4.033176865642397,201019.38309007222,201019.38309007222,101.01938309007224,69.92355367181365,-0.0009990009990008542,0.0034321858421528795,2.218552712635003,1.255179597841009
134,2021-05-15,0.04221395880316365,0.8726018306456114,0.08518306634152303,0.13443226481252937,46762.99,52311.81667714732,-5548.826677147321,,0,0.0,4.033176865642397,201019.38309007222,201019.38309007222,101.01938309007224,59.42821569435651,0.0,-0.061765056995733425,2.2183068065868445,1.1309075205453751
135,2021-05-16,0.05618249537096047,0.8625518310743411,0.08127126021485274,0.08559130952294053,46431.5,51242.66819039326,-4811.168190393262,neg,0,0.0,4.033176865642397,201019.38309007222,201019.38309007222,101.01938309007224,58.2980728352168,0.0,-0.007088725507072957,2.2180646507083974,1.1175230069677053
